salary_min,salary_max,salary_mean,rating_mean,rating_count,contract_contrat pro,contract_intérim,contract_temps plein,contract_indépendant,contract_cdd,contract_temps partiel,contract_cdi,contract_stage,contract_commission,contract_apprentissage,mode_an,mode_heure,mode_jour,mode_mois,mode_semaine,query_data+scientist,query_business+intelligence,query_data+analyst,query_developpeur
40000.0,45000.0,42500.0,5.0,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
25200.0,25200.0,25200.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
33000.0,33000.0,33000.0,5.0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
40000.0,60000.0,50000.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
28000.0,33000.0,30500.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
33000.0,33000.0,33000.0,3.4,81,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
32000.0,32000.0,32000.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
35000.0,40000.0,37500.0,5.0,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
28000.0,38000.0,33000.0,5.0,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
35000.0,50000.0,42500.0,5.0,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
40000.0,40000.0,40000.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
24000.0,30000.0,27000.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
30000.0,35000.0,32500.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
30000.0,30000.0,30000.0,3.5,336,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25000.0,35000.0,30000.0,4.4,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
24000.0,26400.0,25200.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
30000.0,35000.0,32500.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
25000.0,35000.0,30000.0,5.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
32000.0,32000.0,32000.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
32000.0,32000.0,32000.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
32000.0,40000.0,36000.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
35000.0,40000.0,37500.0,3.7,485,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
30000.0,40000.0,35000.0,5.0,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
30000.0,40000.0,35000.0,5.0,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
30000.0,40000.0,35000.0,5.0,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
19200.0,28800.0,24000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
45000.0,60000.0,52500.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
26000.0,35000.0,30500.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
50000.0,55000.0,52500.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
22000.0,30000.0,26000.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
50000.0,50000.0,50000.0,3.4,14,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
72000.0,72000.0,72000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
32000.0,40000.0,36000.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
38000.0,50000.0,44000.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
7200.0,18000.0,12600.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
6900.0,18000.0,12450.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
35000.0,40000.0,37500.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
35000.0,50000.0,42500.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
33000.0,40000.0,36500.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
30000.0,40000.0,35000.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
31388.0,48965.0,40176.5,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
50000.0,70000.0,60000.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
30000.0,70000.0,50000.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57600.0,86400.0,72000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
86400.0,86400.0,86400.0,4.3,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
27156.0,41628.0,34392.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
35000.0,45000.0,40000.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
38000.0,45000.0,41500.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
34000.0,44000.0,39000.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
34000.0,36000.0,35000.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
35000.0,45000.0,40000.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
35000.0,45000.0,40000.0,5.0,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
50000.0,70000.0,60000.0,3.6,854,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
40000.0,50000.0,45000.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
45000.0,45000.0,45000.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
72000.0,96000.0,84000.0,3.6,854,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
35000.0,45000.0,40000.0,5.0,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
16800.0,19200.0,18000.0,3.6,854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
28000.0,40000.0,34000.0,3.2,13,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
38000.0,55000.0,46500.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
40000.0,60000.0,50000.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
55000.0,65000.0,60000.0,4.5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
50000.0,55000.0,52500.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
35000.0,45000.0,40000.0,5.0,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
28000.0,40000.0,34000.0,3.2,13,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
35000.0,45000.0,40000.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
38000.0,45000.0,41500.0,5.0,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
22188.0,41568.0,31878.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
35000.0,35000.0,35000.0,3.4,79,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
30000.0,36000.0,33000.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
28764.0,35160.0,31962.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
26000.0,31000.0,28500.0,4.0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
28000.0,40000.0,34000.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
32000.0,40000.0,36000.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
32000.0,42000.0,37000.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
84000.0,84000.0,84000.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
16320.0,16320.0,16320.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
38000.0,45000.0,41500.0,0.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
35000.0,45000.0,40000.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
38000.0,45000.0,41500.0,0.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
60000.0,60000.0,60000.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
60000.0,65000.0,62500.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
33000.0,33000.0,33000.0,3.4,81,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
15000.0,25000.0,20000.0,0.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
