salary_min,salary_max,salary_mean,rating_mean,rating_count,contract_contrat pro,contract_intérim,contract_temps plein,contract_indépendant,contract_cdd,contract_temps partiel,contract_cdi,contract_stage,contract_commission,contract_apprentissage,query_data+scientist,query_business+intelligence,query_data+analyst,query_developpeur,mode_an
,,,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,,,3.6,19,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
,,,3.9,10,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
,,,3.9,10,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
,,,0.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
,,,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
,,,0.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
,,,3.6,19,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
,,,3.6,19,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
,,,3.7,15389,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
28000.0,38000.0,33000.0,4.2,30,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
32000.0,42000.0,37000.0,4.2,30,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
32000.0,40000.0,36000.0,4.2,30,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
36000.0,45000.0,40500.0,3.6,854,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
35000.0,45000.0,40000.0,4.2,30,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
,,,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
,,,3.7,270,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
28000.0,35000.0,31500.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
32000.0,40000.0,36000.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
